_id,userId,totalPrice,isPaid,payment.totalPaid,payment.totalUnpaid,payment.razorpayOrderId,pickupDate,isPickedUp,isDriverConfirmed,isWorkStarted,isWorkCompleted,isDeliveryPickuped,isDelivered,orders[0].itemId,orders[1].itemId,orders[2].itemId,orders[0].quantity,orders[1].quantity,orders[2].quantity,orders[0].price,orders[1].price,orders[2].price,orders[0]._id,orders[1]._id,orders[2]._id,__v,isPickedUpReached,pickupDriverId,pickupTime
66671de884929702fa2156f7,660bfcfe81bbced854f9f3c3,0,false,0,0,order_OL6tPCugWOQPrc,2024-06-11T15:36:37.226Z,false,false,false,false,false,false,,,,,,,,,,,,,0,,,10:00
666c5ac95c059804ab92b4ec,660bfcfe81bbced854f9f3c3,0,false,0,0,order_OMgMmvW1y0axpv,2024-06-15T14:59:15.911Z,false,true,false,false,false,false,,,,,,,,,,,,,0,false,659ce6092a9d6004d8ed7cea,10:00
666c630f5c059804ab92b6c7,660bfcfe81bbced854f9f3c3,0,false,0,0,order_OMgy46AiZnr25m,2024-06-15T15:34:33.582Z,false,false,false,false,false,false,,,,,,,,,,,,,0,,,10:00
666d3ca79649c8fbfd7e3f34,660bfcfe81bbced854f9f3c3,0,false,0,0,order_OMwmnDU8WRfGJG,2024-06-15T07:01:58.137Z,false,false,false,false,false,false,,,,,,,,,,,,,0,,,14:00
66ad8a51096ac2810631139b,660bfcfe81bbced854f9f3c3,0,false,0,0,order_OgFRuZr9HOJ7re,2024-08-03T01:39:14.972Z,false,false,false,false,false,false,,,,,,,,,,,,,0,,,10:00
66b241f70b73ac133ff9b7b9,660bfcfe81bbced854f9f3c3,0,false,0,0,order_OhfElVpnCF0GW7,2024-08-08T15:21:48.705Z,false,false,false,false,false,false,,,,,,,,,,,,,0,,,11:00
66b3912c430b6ec0f2b04efa,660bfcfe81bbced854f9f3c3,0,false,0,0,order_Oi3bZ8qLmbhywR,2024-08-08T15:21:31.928Z,false,false,false,false,false,false,,,,,,,,,,,,,0,,,11:00
66d2dcfba53c57d5af6bf5b8,65d87f25769e10375de6b619,0,false,0,0,order_OrS0y92wKqLWTx,2024-08-31T09:04:42.712Z,false,false,false,false,false,false,,,,,,,,,,,,,0,,,17:00
66d2dfe5a53c57d5af6bf7a8,660bfcfe81bbced854f9f3c3,0,false,0,0,order_OrSE6jdgMupsjZ,2024-08-31T08:48:58.124Z,false,false,false,false,false,false,,,,,,,,,,,,,0,,,16:00
66d2dfe5a53c57d5af6bf7aa,660bfcfe81bbced854f9f3c3,0,false,0,0,order_OrSE6jlt2afrmq,2024-08-31T08:48:58.124Z,false,false,false,false,false,false,,,,,,,,,,,,,0,,,16:00
66d416891012d1e4fb9af011,65d87f25769e10375de6b619,0,false,0,0,order_OrooArdJR3KIbx,2024-09-01T07:22:32.184Z,false,false,false,false,false,false,,,,,,,,,,,,,0,,,14:00
66d416a21012d1e4fb9af05c,65d87f25769e10375de6b619,0,false,0,0,order_OroocjlHnx6WQd,2024-09-01T07:22:32.184Z,false,false,false,false,false,false,,,,,,,,,,,,,0,,,17:00
67400d5054b7c8b01f828389,673ffe564a2748a24ae57ebe,0,false,0,0,,2024-11-22T04:49:13.466Z,false,false,false,false,false,false,,,,,,,,,,,,,0,false,,17:00
67400ed054b7c8b01f8283bd,673ffe564a2748a24ae57ebe,0,false,0,0,,2024-11-22T04:55:34.109Z,false,false,false,false,false,false,,,,,,,,,,,,,0,false,,17:00
67400ee154b7c8b01f8283cf,673ffe564a2748a24ae57ebe,0,false,0,0,,2024-11-22T04:55:34.109Z,false,false,false,false,false,false,,,,,,,,,,,,,0,false,,17:00
67400f8c0b77bc20317503c4,673ffe564a2748a24ae57ebe,0,false,0,0,,2024-11-22T04:55:34.109Z,false,false,false,false,false,false,,,,,,,,,,,,,0,false,,17:00
67400f960b77bc20317503da,673ffe564a2748a24ae57ebe,0,false,0,0,,2024-11-22T04:55:34.109Z,false,false,false,false,false,false,,,,,,,,,,,,,0,false,,17:00
67400f9e0b77bc20317503f2,673ffe564a2748a24ae57ebe,0,false,0,0,,2024-11-22T04:55:34.109Z,false,false,false,false,false,false,,,,,,,,,,,,,0,false,,17:00
67400fa30b77bc203175040c,673ffe564a2748a24ae57ebe,100,false,0,0,,2024-11-22T04:55:34.109Z,false,false,false,false,false,false,,,,,,,,,,,,,0,false,,17:00
675c38cd913f915739ebc7f2,660bfcfe81bbced854f9f3c3,0,false,0,0,,2024-12-16T13:24:02.795Z,false,false,false,false,false,false,,,,,,,,,,,,,0,false,,10:00
675d8adca706c078383255ed,660bfcfe81bbced854f9f3c3,0,false,0,0,,2024-12-19T13:33:34.588Z,false,false,false,false,false,false,,,,,,,,,,,,,0,false,,10:00
